0.000000 0.000000 14.849242 14.849242 40.000000 40.000000 0.000000 0.000000
0.742462 0.731437 14.849242 14.359242 40.000000 39.986525 0.000000 -0.490000
1.484924 1.438374 14.849242 13.869242 40.000000 39.948550 0.000000 -0.980000
2.227386 2.120811 14.849242 13.379242 40.000000 39.886075 0.000000 -1.470000
2.969848 2.778748 14.849242 12.889242 40.000000 39.799100 0.000000 -1.960000
3.712311 3.412186 14.849242 12.399242 40.000000 39.687625 0.000000 -2.450000
4.454773 4.021123 14.849242 11.909242 40.000000 39.551650 0.000000 -2.940000
5.197235 4.605560 14.849242 11.419242 40.000000 39.391175 0.000000 -3.430000
5.939697 5.165497 14.849242 10.929242 40.000000 39.206200 0.000000 -3.920000
6.682159 5.700934 14.849242 10.439242 40.000000 38.996725 0.000000 -4.410000
7.424621 6.211871 14.849242 9.949242 40.000000 38.762750 0.000000 -4.900000
8.167083 6.698308 14.849242 9.459242 40.000000 38.504275 0.000000 -5.390000
8.909545 7.160245 14.849242 8.969242 40.000000 38.221300 0.000000 -5.880000
9.652008 7.597683 14.849242 8.479242 40.000000 37.913825 0.000000 -6.370000
10.394470 8.010620 14.849242 7.989242 40.000000 37.581850 0.000000 -6.860000
11.136932 8.399057 14.849242 7.499242 40.000000 37.225375 0.000000 -7.350000
11.879394 8.762994 14.849242 7.009242 40.000000 36.844400 0.000000 -7.840000
12.621856 9.102431 14.849242 6.519242 40.000000 36.438925 0.000000 -8.330000
13.364318 9.417368 14.849242 6.029242 40.000000 36.008950 0.000000 -8.820000
14.106780 9.707805 14.849242 5.539242 40.000000 35.554475 0.000000 -9.310000
14.849242 9.973742 14.849242 5.049242 40.000000 35.075500 0.000000 -9.800000
15.591705 10.215180 14.849242 4.559242 40.000000 34.572025 0.000000 -10.290000
16.334167 10.432117 14.849242 4.069242 40.000000 34.044050 0.000000 -10.780000
17.076629 10.624554 14.849242 3.579242 40.000000 33.491575 0.000000 -11.270000
17.819091 10.792491 14.849242 3.089242 40.000000 32.914600 0.000000 -11.760000
18.561553 10.935928 14.849242 2.599242 40.000000 32.313125 0.000000 -12.250000
19.304015 11.054865 14.849242 2.109242 40.000000 31.687150 0.000000 -12.740000
20.046477 11.149302 14.849242 1.619242 40.000000 31.036675 0.000000 -13.230000
20.788939 11.219239 14.849242 1.129242 40.000000 30.361700 0.000000 -13.720000
21.531401 11.264676 14.849242 0.639242 40.000000 29.662225 0.000000 -14.210000
22.273864 11.285614 14.849242 0.149242 40.000000 28.938250 0.000000 -14.700000
23.016326 11.282051 14.849242 -0.340758 40.000000 28.189775 0.000000 -15.190000
23.758788 11.253988 14.849242 -0.830758 40.000000 27.416800 0.000000 -15.680000
24.501250 11.201425 14.849242 -1.320758 40.000000 26.619325 0.000000 -16.170000
25.243712 11.124362 14.849242 -1.810758 40.000000 25.797350 0.000000 -16.660000
25.986174 11.022799 14.849242 -2.300758 40.000000 24.950875 0.000000 -17.150000
26.728636 10.896736 14.849242 -2.790758 40.000000 24.079900 0.000000 -17.640000
27.471098 10.746173 14.849242 -3.280758 40.000000 23.184425 0.000000 -18.130000
28.213561 10.571111 14.849242 -3.770758 40.000000 22.264450 0.000000 -18.620000
28.956023 10.371548 14.849242 -4.260758 40.000000 21.319975 0.000000 -19.110000
29.698485 10.147485 14.849242 -4.750758 40.000000 20.351000 0.000000 -19.600000
30.440947 9.898922 14.849242 -5.240758 40.000000 19.357525 0.000000 -20.090000
31.183409 9.625859 14.849242 -5.730758 40.000000 18.339550 0.000000 -20.580000
31.925871 9.328296 14.849242 -6.220758 40.000000 17.297075 0.000000 -21.070000
32.668333 9.006233 14.849242 -6.710758 40.000000 16.230100 0.000000 -21.560000
33.410795 8.659670 14.849242 -7.200758 40.000000 15.138625 0.000000 -22.050000
